remitente,destinatario,asunto,fecha_envio,tamano,num_destinatarios,contenido,num_enlaces,adjunto,etiqueta
vmuniz@example.net,mariano91@example.net,Confirmación de cita médica,2025-08-25 13:59:50,414,1,Central dentro lo comisión cine. Propia deben cualquier importante. Memoria porque éxito universidad pasar haya. Actual comercio nuevo grado años.,0,Ninguno,ham
ale00@example.net,cipriano98@example.net,Invitación a cumpleaños,2025-08-28 18:28:13,478,3,Políticos forma unas sistemas produce razón. Espera diversas tengo particular. Nada sangre ellos técnica.,1,DOCX,ham
kmanso@example.org,eloy14@example.com,Reunión de trabajo,2025-07-21 08:08:27,436,4,Partido aquí demasiado bajo otro sector tan. Embargo puerta cámara televisión fuego todos. Reforma derecha pública experiencia. Argentina habla gran programa cámara objetivo.,0,PDF,ham
salvadoraaron@example.com,lmarco@example.org,Confirmación de cita médica,2025-07-30 11:55:36,497,5,Unas hay jefe mar número. Nuevos lado muestra. Hay primeros luz salir.,0,DOCX,ham
lorenzolinares@example.net,marioarino@example.org,Confirmación de cita médica,2025-08-25 23:48:01,333,3,Hijos comenzó año asociación está. Poder dejar domingo. Pública medida fernando b. Diversos posible ese silencio diferencia asimismo cinco alrededor.,1,Ninguno,ham
melania40@example.net,hugovelez@example.net,Reunión de trabajo,2025-06-11 01:41:07,377,1,Oro pública segundo llegado casa hermano. Memoria mejores valores orden metros. Servicio aparece forma esa mañana investigación creación objeto.,1,DOCX,ham
vilaignacia@example.org,bienvenidallorens@example.org,Reunión de trabajo,2025-02-16 15:49:14,252,5,Trabajar información uso aspecto tiempos suerte cuatro. Tampoco naturaleza habían haber mediante juez madrid. Causa buenos autoridades. Curso se teatro primeras. Silencio casi políticos defensa.,1,Ninguno,ham
lsacristan@example.org,iamoros@example.org,Trabajo desde casa y gana $$$,2025-02-02 13:02:01,342,4,pacientes creación ciencia salud universidad manuel victoria ellos alto encima cierta como eso haz clic aquí,5,ZIP,spam
sebastian81@example.org,brigida12@example.com,Reporte semanal,2025-05-20 00:38:09,272,5,González exterior del salud nada mano puedo. Silencio música amor aquel cosas hay cuadro precios.,0,PDF,ham
toribio19@example.org,palomatolosa@example.com,Trabajo desde casa y gana $$$,2025-05-01 15:42:52,423,1,área podía antonio comercio veces metros llegó obstante ahí más haz clic aquí,5,ZIP,spam
viniciovilla@example.org,lolapuerta@example.org,Tareas pendientes,2025-01-27 00:18:29,369,5,Oposición sino ocho contra consumo ocho así sean. Volvió pasar lenguaje agua.,0,Ninguno,ham
pizarrosevero@example.net,vinicio97@example.com,Tareas pendientes,2025-03-13 05:09:35,101,4,Espacio estaba valor actitud. Grupo señor especial ante. Salir imágenes puso aquellos sea escuela.,1,DOCX,ham
zjaume@example.org,arizaestrella@example.org,Trabajo desde casa y gana $$$,2025-07-09 00:39:11,288,3,habría través corte algunas bueno haz clic aquí,4,ZIP,spam
azucena65@example.net,paezeulalia@example.org,Invitación a cumpleaños,2025-05-30 23:47:26,361,2,Hecho última investigación pudo parís encima plaza. Importante sigue gran ministerio hechos.,0,PDF,ham
aroacobos@example.org,tmuro@example.com,Viagra barato,2025-05-13 01:30:14,62,1,electoral marco decisión dio partido nuestras haz clic aquí,1,EXE,spam
renato42@example.net,adela72@example.net,Invitación a cumpleaños,2025-01-28 09:46:32,67,5,Grandes ocasión ambiente. Quedó hijos largo dentro propia estilo. Grado director siendo unidad nos voz máximo. Acerca tendrá allí junio control vivir media. Realidad somos siquiera buen prensa sueño.,1,Ninguno,ham
juan46@example.com,manu90@example.com,¡Gana dinero rápido!,2025-03-30 15:24:18,424,4,duda asunto metros presente actividades sueño eran hablar nuestras diario apenas haz clic aquí,1,DOCX,spam
ovilalta@example.com,leyrebriones@example.org,Viagra barato,2025-06-12 02:46:45,238,1,segundo ocasión quizá libros tu violencia cierto mujer tras haz clic aquí,5,EXE,spam
salgadoanacleto@example.com,arielrobledo@example.net,Reporte semanal,2025-05-18 10:11:55,103,2,Diez izquierda pueden vista septiembre ella ejemplo. Central momentos imposible ley formas vez. Jorge tan proyectos ella verdad. Ciudad revolución luego duda.,1,DOCX,ham
azenethporras@example.com,teodosioamigo@example.com,Tareas pendientes,2025-06-06 00:52:16,198,5,Doctor enero principales tenido términos. Obra número sean estoy aire medida. Mediante razón mayor fácil torno le. Noche estas segunda acto cuatro volver pregunta. Período punto relaciones internacional efectos.,1,PDF,ham
araujojeronimo@example.org,waparicio@example.org,OFERTA exclusiva solo hoy,2025-04-17 01:21:44,287,2,comisión parte julio obras reforma lucha voz viaje toda televisión oferta limitada,3,ZIP,spam
mercaderarmando@example.com,jose-manuel64@example.org,Invitación a cumpleaños,2025-01-19 19:33:17,200,2,Muchos aun sea lucha europea. Clase vivir demasiado análisis fácil.,1,PDF,ham
manu12@example.com,leonciocases@example.org,Confirmación de cita médica,2025-07-22 21:44:50,277,2,Con aspectos muerte investigación principales juez me. Hace diferencia fuerte todos consecuencia pp. Interés agua pesar fin. Otro hijo ejemplo especie. Hijos jamás razones lejos.,0,PDF,ham
aitanavalero@example.net,cipriano65@example.net,Viagra barato,2025-05-09 00:28:12,56,2,principal para importantes dos sé pocos constitución animales dio relaciones noche quedó futuro están oferta limitada,3,EXE,spam
fmelero@example.com,heriberto13@example.net,Haz clic aquí para reclamar tu premio,2025-08-21 11:19:08,188,2,único n varias mantener esa reclama ya,4,EXE,spam
aurelianotamayo@example.net,nerea40@example.com,Trabajo desde casa y gana $$$,2025-08-11 23:29:46,91,2,empresa formas texto capacidad voy tomar generales pero está dijo existe cultural producto oferta limitada,5,ZIP,spam
lupe46@example.com,tacedo@example.org,OFERTA exclusiva solo hoy,2025-02-10 09:54:42,350,4,sociales juicio u gran juan características evitar mediante nuestro siglo nunca carne algún productos derecho oferta limitada,2,ZIP,spam
falcantara@example.com,opozuelo@example.org,Trabajo desde casa y gana $$$,2025-07-11 13:31:53,353,4,hechos ocasión principios argentina nivel cambio veces social asimismo nada alguna reclama ya,4,PDF,spam
falamo@example.net,solerarcelia@example.org,Tareas pendientes,2025-05-14 03:14:17,168,2,Existe política siempre militares importante muchas hace. Cabeza dinero luz jefe. Distintas generales pp unas llevar muy. Posibilidades cama presente tenemos elementos.,1,DOCX,ham
sarmientoaurea@example.com,icarlos@example.net,OFERTA exclusiva solo hoy,2025-06-14 11:15:20,276,4,industria precio aparece allí color debe madre haz clic aquí,3,PDF,spam
rufinagalvan@example.com,pereaaroa@example.net,Confirmación de cita médica,2025-07-20 03:54:58,232,1,Vida jóvenes alguna elementos. Rosa dejó ejemplo mejores. U europa primeras propia. De empresa programa cine sector fueron finalmente m. Sociales suerte han cine hacen lado nuestra.,1,Ninguno,ham
lsarabia@example.org,maximiano12@example.net,Haz clic aquí para reclamar tu premio,2025-02-17 18:10:16,252,5,universidad etapa rey mejor ver plaza salida la acuerdo control madrid francisco ésta partido días reclama ya,3,EXE,spam
zarenas@example.com,maria-del-carmenrocha@example.com,Reporte semanal,2025-04-28 20:57:39,395,4,Vía total hijos durante material puerta. Niño vista existe felipe contenido mujer política comunicación. Se sur países elecciones cultura. Materia número actividades ante.,0,Ninguno,ham
emma55@example.org,rufinavilalta@example.org,Confirmación de cita médica,2025-05-20 02:03:16,139,3,Nuestras cualquier comenzó nacional tierra producción energía. Presidente producción vez diciembre julio salir. Partidos medios boca izquierda encuentran guerra diversas.,1,PDF,ham
mercedesarranz@example.com,ceferinoortiz@example.com,Tareas pendientes,2025-02-12 23:06:53,55,5,Causa relaciones electoral régimen. Parecía costa cultura no vida septiembre. Nuestros hecho estilo comenzó. Población plan comunicación local mientras. Obra encima tuvo posibilidad hay salida estudio.,0,Ninguno,ham
wminguez@example.net,pouvictoria@example.com,Viagra barato,2025-06-25 16:20:24,401,2,s condiciones contra educación política acto luis cara cultural datos personal marco buscar debe oferta limitada,4,DOCX,spam
judithgonzalo@example.net,torrensisaias@example.org,OFERTA exclusiva solo hoy,2025-01-11 21:51:09,52,2,cierta había respecto adelante libre acuerdo población quienes puesto se pudo solución actividades reclama ya,4,ZIP,spam
feliciana88@example.net,jaumeamanda@example.com,Trabajo desde casa y gana $$$,2025-06-28 03:14:43,263,3,vivir interés madre pie edad quiere arte europea región próximo pronto valores momento haz clic aquí,4,ZIP,spam
baezbaltasar@example.net,aurelio42@example.org,OFERTA exclusiva solo hoy,2025-03-27 14:12:33,334,2,sin bajo problema cualquier santa amigos productos exterior mano demasiado deben diversos empresa reclama ya,1,EXE,spam
vgordillo@example.com,gamezileana@example.net,OFERTA exclusiva solo hoy,2025-06-24 12:11:02,254,2,dijo pueblo carlos pueden han reclama ya,4,EXE,spam
cortesramon@example.net,jacobomarin@example.net,Reporte semanal,2025-04-15 02:48:38,224,1,Finalmente presencia b pocos clase fácil iglesia. Allá pocos creación era electoral santa. Pacientes joven quizá partidos problemas cosas es. América septiembre líder seguir obras música sala.,0,Ninguno,ham
cuestaelba@example.com,nicolauirma@example.com,Invitación a cumpleaños,2025-02-02 23:57:20,112,5,Los diferencia resultado sangre permite. Relaciones después últimos obras luz tipo aquí historia. Militares muerto instituto siguientes francisco fecha.,1,DOCX,ham
fatima76@example.org,apolinar86@example.com,Invitación a cumpleaños,2025-08-21 13:02:53,200,1,González sido diez. Tras hermano nivel. Trabajar base quiere voy. Industria desde diario sin mucha blanca. Efectos uso cual.,0,Ninguno,ham
palmerroberto@example.net,adelardo03@example.org,¡Gana dinero rápido!,2025-08-13 02:28:00,261,3,maría entrar sería tener control vía país supuesto misma propio fue centro nivel apoyo oferta limitada,4,PDF,spam
anibalduarte@example.net,araceliarribas@example.org,Viagra barato,2025-07-07 00:16:12,263,1,mundial somos siendo estudios mismos hasta s ejemplo haz clic aquí,2,DOCX,spam
karjona@example.net,ldelgado@example.com,¡Gana dinero rápido!,2025-02-09 05:04:59,99,5,tipos horas siguientes mí clase oficial régimen haz clic aquí,1,DOCX,spam
macaria93@example.org,dionisia62@example.com,Viagra barato,2025-03-31 21:59:50,111,1,pero todo muchas hacía ejército partir aquellas imposible decía costa haz clic aquí,2,PDF,spam
leandracalatayud@example.net,ydonaire@example.net,Confirmación de cita médica,2025-01-23 11:54:46,499,5,Flores región españoles encuentro común aquel. Mayo tenía guerra cada fuego cual.,1,Ninguno,ham
leonel07@example.org,bartolomecabrera@example.org,Confirmación de cita médica,2025-02-03 22:25:59,80,4,Años muchos iba consumo cine han adelante línea. Lenguaje principios relaciones juego precio miguel razones.,0,DOCX,ham
encarnacion43@example.com,kvazquez@example.org,Trabajo desde casa y gana $$$,2025-04-08 12:50:59,230,5,él tendrá movimiento pronto mejores amigo m debía futuro oferta limitada,4,PDF,spam
bvaquero@example.net,gayavictor-manuel@example.com,Viagra barato,2025-07-01 16:32:24,35,1,punto hermano importancia señor una estado quiero material han ellas mientras sí oferta limitada,5,DOCX,spam
sorayasalgado@example.org,foliva@example.com,Viagra barato,2025-04-08 07:29:08,419,5,fuerza cuadro le sociales cantidad mayores concepto garcía debía pueden verdad económico oferta limitada,4,ZIP,spam
domitilahuguet@example.com,gutierrezpascual@example.com,Viagra barato,2025-04-13 11:27:02,98,3,pesar electoral entrar conocer las amigos mayor personas juicio miembros permite psoe estado mira haz clic aquí,1,PDF,spam
aranafatima@example.net,psaez@example.com,¡Gana dinero rápido!,2025-02-16 01:10:44,133,5,mal época parís podía diciembre reclama ya,2,EXE,spam
aracelipereira@example.com,coboantonia@example.org,Invitación a cumpleaños,2025-03-19 13:17:04,450,2,Cuales pueden millones cara necesidad título niños. Seguridad pasó hombre pues población informe. Cambio donde deseo tras político va. Práctica cierta todo generales. Somos puso investigación fácil.,0,PDF,ham
itorrent@example.com,alcoleaalbert@example.com,Confirmación de cita médica,2025-04-05 12:40:27,191,5,Empresa eso alta sean día me habría mano. Muy jóvenes i orden. Derechos afirmó camino ahí cuba él. Voy suelo existencia junio. Blanco unas países militar a grupos misma.,1,Ninguno,ham
guiomar63@example.org,nroman@example.org,Viagra barato,2025-01-03 09:20:28,359,1,nuevas la operación natural has tipo sin va pasar reclama ya,2,EXE,spam
llorensvera@example.net,petrona92@example.org,OFERTA exclusiva solo hoy,2025-05-04 11:48:32,376,3,hemos méxico acción serie mujer formas da comenzó anterior estaban necesario razones madrid reclama ya,3,EXE,spam
conesajulieta@example.net,angelica20@example.com,OFERTA exclusiva solo hoy,2025-08-28 10:13:50,278,3,seguridad consejo pueden fueron nuevas pronto junto sé problema hechos puntos reclama ya,4,DOCX,spam
vescobar@example.org,cisnerospetrona@example.org,Viagra barato,2025-06-09 03:35:32,353,2,semanas tenía sobre especie solución función mercado esta manos reclama ya,5,ZIP,spam
sramirez@example.net,landaelisa@example.org,OFERTA exclusiva solo hoy,2025-03-09 19:25:36,195,2,cuya defensa especialmente caso experiencia animales media campo sabe segunda juan alto control especialmente haz clic aquí,4,DOCX,spam
msola@example.org,lgimenez@example.org,OFERTA exclusiva solo hoy,2025-03-08 14:05:57,205,2,ve ciudad comenzó dejar madre oferta limitada,2,DOCX,spam
rmarquez@example.com,sandaliopla@example.net,Trabajo desde casa y gana $$$,2025-02-25 11:02:49,453,4,paso buena tras voz adelante j cosa buenos haz clic aquí,3,EXE,spam
castroangel@example.com,yestrada@example.org,OFERTA exclusiva solo hoy,2025-03-30 13:45:54,411,5,precios pasó presidente le especial reclama ya,5,EXE,spam
jordana85@example.com,adan81@example.net,Reporte semanal,2025-06-21 17:10:01,387,1,Tampoco corazón padres mucho primeras casa. Pueda siempre deben club estamos buscar.,1,PDF,ham
natividadsevillano@example.org,cifuentesmohamed@example.net,Viagra barato,2025-04-14 08:46:58,53,4,haciendo día quién premio personas estos varias haz clic aquí,5,EXE,spam
opascual@example.com,mireiaagustin@example.org,Tareas pendientes,2025-01-16 04:47:29,329,3,Información calle comercio administración su aún. Tarde cuya suelo forma muerte carta. Pensar b ella valor través.,0,PDF,ham
glauco38@example.com,roblesdaniel@example.com,Trabajo desde casa y gana $$$,2025-01-03 07:02:02,270,5,libro marcha radio hacía guerra animales amigos mira interés conciencia trabajo chile reclama ya,1,EXE,spam
dorotea49@example.com,abascalprimitivo@example.com,Reporte semanal,2025-08-25 21:27:19,34,4,Lado decía algún dónde europea objeto francisco. Sol programas estudios e plan especialmente volver.,1,PDF,ham
loliveras@example.org,qbeltran@example.org,¡Gana dinero rápido!,2025-04-07 22:20:21,311,1,dice características presenta frente mañana tuvo ningún características social película tiene oferta limitada,3,DOCX,spam
